B1,B2,G1,G2,R1,R2,Class
151.2604699,92.7965439,148.2906365,88.27197048,146.7922092,84.95776102,airplane
153.4488455,98.35865452,150.9878064,96.33737786,149.2903852,94.20228451,airplane
148.1514196,90.21840132,146.4263925,82.13731664,145.6486035,77.34646239,airplane
150.716916,75.25565075,149.0605702,69.86645955,148.1728611,66.80276704,airplane
154.7913341,90.76911121,152.3767406,89.77980733,150.9704197,89.15976029,airplane
148.0440784,81.01971021,147.018832,72.06382979,146.5526904,67.78733076,airplane
156.0996302,72.67351874,155.8139777,68.4585037,155.6936377,66.91902215,airplane
150.1660403,107.0385775,147.0221601,101.466389,145.619313,97.5365155,airplane
171.8075274,103.6472419,169.9890157,102.4530491,169.5796393,102.1460825,airplane
156.6280783,86.96246377,155.8775755,78.78131142,155.605283,74.75386019,airplane
160.3720664,96.15709464,157.8791673,95.62102223,156.4678641,95.17783515,airplane
169.0899552,114.0221354,153.228469,112.9460186,150.3886521,111.8705908,airplane
183.4864304,98.33818352,147.5386674,93.9979793,143.8735777,91.75284722,airplane
168.5661723,98.20225845,156.6302624,90.24103001,153.4345034,85.37842734,airplane
187.2794756,63.142537,177.4517808,61.76407718,174.9378947,61.35592188,airplane
229.5557114,46.81158128,229.4742143,46.89670145,229.0668184,46.88597582,airplane
228.8703513,66.02538364,217.8747757,65.83614286,217.1213146,65.82576273,airplane
174.4441052,95.7712464,130.0483061,92.74743243,127.2058265,91.65146455,airplane
163.5256992,103.6650021,146.7065034,99.84846609,143.4538039,97.69062175,airplane
210.3279928,73.83383952,200.7950197,72.37234337,198.3878505,71.91739009,airplane
158.4317279,58.25921585,148.42636,56.36878454,143.1635175,55.31022763,airplane
167.7051502,78.92587192,157.0808937,70.54908745,155.1160097,67.88584025,airplane
165.9072248,90.4984765,154.9428285,83.73046174,152.2348195,80.44456342,airplane
164.4168114,91.55299743,151.4033124,85.64218668,148.3149795,83.02669371,airplane
151.4144197,97.89382726,146.3100737,91.09238947,144.6441709,87.41338144,airplane
167.6682104,71.54702392,166.2871413,64.61431763,165.9015199,62.4717179,airplane
172.3028237,66.0462835,157.2163264,57.64672545,152.7656499,54.23436793,airplane
162.6796765,89.99188978,145.9050383,82.28804893,143.1577971,78.88623358,airplane
168.5521011,82.4301265,156.8935642,77.86107748,153.822539,76.19488945,airplane
216.1574279,31.15928175,218.0020057,31.40735906,218.7349851,31.46372057,airplane
149.470807,69.0350778,138.0938463,61.22038737,135.6020689,57.79402468,airplane
152.3360921,96.0097412,128.9237085,91.95834465,125.4278953,89.94349997,airplane
171.5629818,88.72909591,161.0211098,83.19726991,158.4049033,80.79635978,airplane
180.5501589,86.63656673,164.1657563,83.32187827,160.0818325,82.16795812,airplane
153.361423,92.83205028,145.580675,89.37271158,143.4019853,88.02549785,airplane
163.95479,80.8942637,160.4459082,77.4430495,159.2660586,76.22480879,airplane
176.0038777,79.25082318,172.589382,77.68913086,171.095297,76.78664684,airplane
178.0280104,79.78990208,174.6258157,76.77126473,173.0758853,75.55565145,airplane
165.076772,77.98045315,160.5997721,73.16191834,159.0908692,71.63531597,airplane
210.8726717,82.76036132,152.6555973,79.8227256,144.9717032,78.69064073,airplane
170.5164464,79.07225721,165.9010949,72.31696736,164.4105314,69.5536946,airplane
158.4817367,92.24584533,151.1062396,84.02444246,149.1080207,79.95606352,airplane
164.0974953,81.0042643,148.0484073,73.19277356,144.6846633,69.70621531,airplane
167.1239997,82.27909261,147.3830032,76.87665424,142.199856,74.3670673,airplane
170.482851,84.20904949,163.2868774,77.76708834,160.3813079,74.42126764,airplane
168.6801788,52.94950515,149.5396375,47.37074362,144.9662875,45.03168496,airplane
144.0103533,104.0833768,139.3428427,95.38272875,137.593435,89.16323293,airplane
145.9837907,106.8092994,141.1704846,98.53897842,139.6899941,92.88783548,airplane
148.5471756,108.6653305,141.2515663,100.4115362,139.3597373,94.5249675,airplane
146.6275473,103.0368109,142.7533651,93.58583124,141.1249777,88.27289053,airplane
155.9328777,102.7509062,144.5010629,100.1510153,138.3572964,97.87823,airplane
157.8738089,97.47243243,148.6817047,97.87736569,131.703273,96.56396673,airplane
153.3775456,91.13571583,152.2166297,82.07828159,151.6020531,76.34852532,airplane
137.9585752,110.3400596,136.4560113,102.0321987,135.8051402,96.37103911,airplane
157.4509397,110.3085423,143.4851773,105.1846094,139.1327008,101.3623643,airplane
161.5108879,107.7489825,146.0958949,102.9230016,140.6074131,99.21324425,airplane
176.1373228,57.86952454,171.6618458,52.88295098,169.001523,50.38206863,airplane
161.3556635,113.1991808,138.4893597,107.4723832,135.3253247,102.9857124,airplane
145.2380177,111.1244488,137.4126242,104.5209953,135.4337137,100.2526551,airplane
144.7365705,98.10582368,136.481706,92.17170096,131.0295517,88.80074928,airplane
159.3705988,93.06179875,153.6073886,86.84225682,149.1488266,82.08115257,airplane
157.3865898,92.20728843,140.7251577,89.98431588,125.5592755,86.69374285,airplane
153.1894273,78.61403018,140.7609121,77.09445434,127.3531477,75.19799488,airplane
152.1071636,105.8237818,144.8997427,98.89967531,141.7651491,94.65405466,airplane
151.0319093,105.6777656,142.4568169,102.4433437,137.0791501,99.58312891,airplane
139.4738837,114.1102569,138.2205421,107.9036048,137.7565486,103.1747537,airplane
138.5477007,94.9260729,138.0888115,92.08265981,136.5388238,89.24186888,airplane
180.6701442,100.3392424,168.0774369,100.1441116,114.6338342,99.35342766,airplane
151.0534572,98.79235939,150.2965568,96.51936608,148.7356773,94.41715351,airplane
152.4947511,95.01420411,150.7755628,87.77428842,149.4019571,82.80870847,airplane
152.4480985,95.854292,150.6813508,89.62542491,149.3947418,84.56623544,airplane
150.2716302,98.24881684,149.0834959,91.38816568,148.3427048,86.30054587,airplane
160.6100216,98.41114905,155.95368,92.70319029,152.8792444,88.19645737,airplane
152.3694218,62.71067212,140.2860133,56.70184357,138.2272161,54.64028936,baseballdiamond
145.5313667,56.64464348,113.7418471,49.33813988,110.2980916,45.91415983,baseballdiamond
136.476493,68.89874747,101.4904931,64.5351278,100.154745,62.59880536,baseballdiamond
151.8043478,38.03741955,92.33070348,35.89704612,87.6877445,34.28083308,baseballdiamond
135.233774,69.26045842,111.9915341,61.96375249,110.9152791,58.84768554,baseballdiamond
143.7174721,60.17913038,119.6310764,55.6070235,117.4913034,53.88211021,baseballdiamond
152.2112327,72.91715684,125.8415831,66.03791492,122.745262,63.10758808,baseballdiamond
132.7206478,62.46857415,115.9726522,58.37003177,115.204338,56.85441739,baseballdiamond
145.3010338,64.12241988,134.2108591,60.44841912,132.5540919,59.30404953,baseballdiamond
148.2322627,66.64901245,119.2564092,61.26305279,115.3043295,58.88465729,baseballdiamond
136.2528356,114.7549243,128.5233265,112.1490615,128.4276798,110.9430532,baseballdiamond
133.4985171,119.1526274,125.1699681,118.2531212,124.7480101,117.7052226,baseballdiamond
190.3437248,66.21715393,115.2673272,60.4764358,108.1066486,57.69045048,baseballdiamond
169.2670356,80.32922021,107.9037675,75.06117173,108.991099,73.18259858,baseballdiamond
154.8287732,64.6705433,128.133275,63.40960578,99.23414548,59.30188122,baseballdiamond
166.2554628,105.4229675,146.2297936,101.7124824,143.9156039,99.24915966,baseballdiamond
151.7409351,95.97868827,136.4460608,92.84396286,135.9476659,92.01584501,baseballdiamond
160.8471642,93.85403433,145.859804,91.51255291,145.4708038,91.05017812,baseballdiamond
155.9591235,104.6883062,144.0532376,100.3561409,142.0512827,98.03888959,baseballdiamond
155.3848202,91.47782266,141.5551609,87.5057728,139.849944,86.0998017,baseballdiamond
158.8859555,100.2189697,141.7212109,97.0346644,141.0423514,95.89538076,baseballdiamond
162.5645059,99.88940092,161.8714234,92.34715195,161.5138099,87.17034907,baseballdiamond
157.3096397,120.2088708,154.4851484,119.245637,153.6094173,118.4934972,baseballdiamond
148.5634155,115.4568048,145.3170175,112.5599772,144.3636061,110.469595,baseballdiamond
173.2301208,113.0850091,157.4286361,111.4553332,156.6297227,109.6976584,baseballdiamond
166.6305097,110.4863532,152.2953376,107.78581,151.4667886,106.3833881,baseballdiamond
159.1856114,99.04713111,134.9478522,95.69235537,136.6883525,95.62621563,baseballdiamond
152.0754581,107.8911661,133.0878725,105.2536356,134.0318921,104.5157888,baseballdiamond
146.1661698,110.6810529,133.9229095,107.8880417,132.5975758,106.558369,baseballdiamond
147.5959755,94.83574007,147.6919687,98.99009585,147.663887,102.0009096,baseballdiamond
145.4682923,104.5023626,145.5621683,106.7222412,145.6299911,112.2588034,baseballdiamond
155.9127092,103.6442541,132.1799933,101.1701694,135.4264725,101.926149,baseballdiamond
155.0283914,89.77594725,138.8801534,86.55391626,138.936689,85.99099224,baseballdiamond
157.5598775,89.85735807,140.4529062,88.01981636,143.0662565,88.10846779,baseballdiamond
159.1147974,92.46988899,138.8467998,90.64644839,141.7247352,90.66944398,baseballdiamond
163.473781,112.0334251,161.2654909,107.3285112,161.3068739,106.9427177,baseballdiamond
159.4224538,107.1757269,157.1719714,101.550882,157.3150332,101.4473301,baseballdiamond
163.4172683,112.71414,159.1849067,107.968709,159.0413233,107.0377522,baseballdiamond
168.521615,104.7972121,159.3801782,97.40526712,160.2606359,97.77907116,baseballdiamond
171.4234025,89.18924013,154.8073473,87.08380695,158.3243169,87.38317013,baseballdiamond
155.3215329,105.1496246,150.7082717,97.5191629,150.1769324,95.29288841,baseballdiamond
162.1204191,107.8679969,141.9750119,104.785437,145.3180513,105.2163261,baseballdiamond
156.4330185,102.5517009,127.2999488,99.71088984,131.8031734,100.5979873,baseballdiamond
167.3395058,93.80154983,145.1355463,91.47589798,148.9274422,91.80772974,baseballdiamond
146.8090113,99.98122909,139.2897613,92.93595631,139.0918363,91.39992507,baseballdiamond
174.9953185,101.6413223,160.6436886,97.43660842,163.7907049,98.66503332,baseballdiamond
155.291219,84.5066027,152.2345571,76.98769874,151.8172774,75.07189871,baseballdiamond
161.5605877,99.3922969,156.1868969,93.95250681,155.7013894,92.64303646,baseballdiamond
169.7149145,83.35641732,162.2026881,80.92768766,163.2635651,81.15836369,baseballdiamond
170.940077,88.43453794,156.2137758,85.60608105,159.6650823,86.40287503,baseballdiamond
185.305912,91.11646514,166.3328711,88.29612126,170.4707748,89.14432747,baseballdiamond
181.8169755,94.46509924,160.2685032,90.93184375,164.6169454,91.82840717,baseballdiamond
170.558617,91.96558729,151.2481297,87.78073801,153.7856095,88.26467413,baseballdiamond
135.9620253,89.48682919,112.3140701,85.984643,111.6199181,84.48667427,baseballdiamond
142.8015075,90.96191163,118.0429365,87.87854453,117.1760338,86.60697948,baseballdiamond
143.5324522,82.60945529,129.5399171,80.49762839,126.918285,79.63831207,baseballdiamond
142.9338447,81.7779759,117.2031768,79.35138601,115.7583565,78.44138907,baseballdiamond
151.2310924,85.50153588,121.9357767,83.56764193,118.139154,82.62782866,baseballdiamond
176.4380542,77.45877809,146.9959209,76.80315721,131.3723793,76.24509134,baseballdiamond
150.9520968,108.3040385,147.43414,102.2655967,145.9753014,98.20557957,baseballdiamond
148.1887819,108.154328,144.3746601,101.5633,142.8896724,97.31219199,baseballdiamond
149.4727605,99.23659077,144.7809999,91.98509666,142.5025639,87.47752747,baseballdiamond
149.4935504,106.1287315,143.2349057,100.545568,141.3207846,97.12487886,baseballdiamond
145.2517407,107.8339664,135.8607506,103.2633444,133.0993158,100.6042111,baseballdiamond
146.3953302,105.9542697,141.3633698,100.2952846,139.7824089,96.97321818,baseballdiamond
139.8475378,105.411042,132.562309,100.3684365,130.4840887,97.32306969,baseballdiamond
133.5060241,59.79716743,90.13066742,59.04843908,83.42239893,58.5711554,baseballdiamond
139.4705882,60.31739489,90.55338691,59.95175133,79.80246914,59.26707814,baseballdiamond
140,59.14566767,88.15280899,58.56390087,82.31568017,57.84837244,baseballdiamond
143.8235294,61.36940857,90.99273021,61.1301277,79.38040685,60.51601982,baseballdiamond
134.9411765,61.28246768,87.79643888,60.87476162,80.89417677,60.23514553,baseballdiamond
140.0623519,64.12759155,129.3711646,61.583266,128.3415346,60.9704764,baseballdiamond
145.3323147,60.27151213,126.0820254,58.11930081,124.0932073,57.5069446,baseballdiamond
131.5867769,60.4181304,118.3056931,60.19128078,78.91883687,59.94551587,baseballdiamond
156.9821083,60.2038529,147.6021888,58.91715818,146.1739238,58.60453006,baseballdiamond
174.5315315,53.28584989,146.8639366,53.15535433,81.78802346,52.60853669,baseballdiamond
169.640553,57.53387223,143.1729032,57.39790632,77.90726979,56.91363047,baseballdiamond
133.4,55.8933543,97.90175801,55.28823429,93.90204412,54.93778793,baseballdiamond
139.5454545,53.83287788,94.53665835,53.24439245,88.75703002,52.71564763,baseballdiamond
155.847573,98.63148268,140.3305438,94.46068947,140.2080228,93.63708296,baseballdiamond
151.8690471,116.5956244,150.0223234,116.3171149,151.4870401,116.8976653,baseballdiamond
152.9589041,104.9395836,153.3862319,105.3713778,153.7419292,105.7936078,baseballdiamond
148.317487,107.4441016,148.0670354,107.6796218,148.1568412,107.9843527,baseballdiamond
149.9330688,114.0617302,147.0312746,113.5161322,148.2555942,113.8857307,baseballdiamond
158.7032166,107.9612483,157.8680533,107.8633382,158.1018292,107.9252013,baseballdiamond
154.8432657,109.8857811,152.1791789,109.4954736,152.530843,109.5761235,baseballdiamond
167.8511508,114.7068209,163.961788,113.9656901,164.7794721,114.1913947,baseballdiamond
147.6605805,110.2274742,145.8371811,109.8712516,145.8829994,109.9537869,baseballdiamond
144.4586892,106.7268577,141.9968487,106.2332102,142.8089087,106.6314901,baseballdiamond
153.9781466,112.9885945,152.0229231,112.8686641,153.3720873,113.5016138,baseballdiamond
136.8077939,122.3579329,135.0344119,121.7258478,134.3609735,121.4072035,baseballdiamond
149.5906818,94.13654359,135.1310319,92.26339646,129.5617106,90.97284039,baseballdiamond
149.0137118,94.7934344,129.6361818,91.32979964,125.4524174,89.27093983,baseballdiamond
144.2708621,94.25361466,124.424881,88.5354838,121.5290644,85.08052986,baseballdiamond
147.6962432,105.8513989,133.908031,104.2462221,126.3444678,102.8457469,baseballdiamond
181.1581407,94.45343588,154.2767043,87.93379775,155.080882,87.68561863,baseballdiamond
156.4685663,98.79968222,143.1516816,95.357622,144.586344,95.7799357,baseballdiamond
166.646965,96.86540775,154.1735549,95.64778869,150.5778089,95.20423425,baseballdiamond
161.4433472,93.86688338,154.0648709,92.94689781,150.3235681,92.55815688,baseballdiamond
156.8154293,89.62028869,140.7297681,87.35467521,136.9973714,86.4830037,baseballdiamond
195.0132756,121.3645066,194.5985377,120.4287169,195.0680343,123.650046,beach
191.5496625,122.689878,191.3477909,122.3516896,192.169665,126.3815642,beach
182.1000231,110.7866442,176.5134716,108.6422554,175.5728482,108.3982945,beach
182.2781173,105.4644963,179.2884981,102.9526411,179.5272742,103.2638187,beach
182.9767592,105.0138889,180.3561817,102.6540339,180.6041283,102.9194688,beach
190.4205685,111.1730337,189.431379,106.665902,189.1534637,104.8767682,beach
160.8779188,84.45508608,160.7046196,84.29345278,160.4790826,84.15030503,beach
171.5221943,82.33681154,171.3184009,82.14517913,170.8694514,81.83406843,beach
162.4510922,92.39055083,161.8381415,91.9683585,161.9806035,92.14008689,beach
161.2159503,94.23626525,160.2782008,93.42896385,159.9978197,93.50521818,beach
160.2430022,96.54326113,158.9284435,95.50012491,157.4907495,94.56206751,beach
182.118545,119.3310193,183.9146673,119.8896533,183.7087248,119.8273846,beach
180.5253446,118.3872485,182.0823322,118.8457825,181.8762843,118.7900624,beach
178.0819611,119.1419984,179.6462573,119.5264113,179.7152447,119.5355723,beach
175.4213,122.1926069,177.6402885,122.7199777,178.5445477,122.9400536,beach
158.0949289,125.1858293,162.1131198,127.1047087,164.0738092,127.7175158,beach
161.9318628,124.7258108,164.6802652,126.5375385,165.9189083,127.0063058,beach
155.8464084,112.5086512,156.7696836,113.0638049,156.310455,112.8353992,beach
155.4122788,110.3292256,155.697521,110.5133446,155.5906994,110.4506396,beach
173.2099086,113.398475,173.3252108,114.2890593,173.1447379,113.869428,beach
165.3174127,112.6556304,165.4860693,114.1317997,164.958393,112.4380732,beach
177.6070607,112.2183243,177.3517221,112.1918572,176.8158692,109.7146049,beach
176.218017,121.892777,175.9534023,121.8328117,175.4242,121.8004658,beach
189.2284163,93.51849568,189.0471367,91.32310838,188.9779894,89.8376577,beach
178.9428737,123.1791045,178.9458539,131.8622754,178.9343605,131.7326733,beach
157.767185,105.8654752,157.4631082,105.6965164,157.2508486,105.6114941,beach
152.6766145,113.4927847,151.2356896,112.5162399,150.9497964,112.300474,beach
160.6992595,119.6303698,160.25797,119.4914169,161.209718,122.0208138,beach
151.7783855,121.3800915,154.4774556,123.6567302,155.1433136,124.576206,beach
152.9334984,107.3640572,152.372135,107.0926003,152.8461013,107.9690347,beach
153.8188811,119.407743,152.9643551,119.2745262,153.8908129,120.5969349,beach
145.2753708,119.6153255,143.3577537,119.2718729,143.4509102,119.9902703,beach
149.6729493,121.3448364,147.2693545,120.5319922,147.5161835,121.6008856,beach
155.3575864,109.6251115,152.7363568,108.4615869,151.4083243,107.9011357,beach
166.0723515,112.8679785,166.2999812,113.5785693,166.1764621,113.3951833,beach
168.3429982,106.5410779,168.4433829,106.6998097,168.7098733,107.1010631,beach
167.5313687,114.8743965,166.748843,114.3073436,166.5516003,114.1320128,beach
168.6867937,116.5319282,167.4867255,114.4351563,167.1163518,113.4555461,beach
170.216981,111.8081326,169.4599898,110.9414932,168.671107,110.0235164,beach
171.8248601,97.00510919,170.3009103,96.36733774,168.4637922,95.72728505,beach
174.8420176,102.5439173,173.7036988,102.0017427,173.0492394,101.7450373,beach
