B1,B2,G1,G2,R1,R2,class
45.6857408,108.1247291,53.48326755,119.5895804,116.4724221,122.261797,airplane
66.43106267,138.0211897,66.69362965,145.7370514,89.32669208,148.2757729,airplane
64.06755509,123.2501165,64.92151742,132.4728676,92.18481951,135.8994361,airplane
73.50573658,123.405579,73.323216,131.0619404,92.48028209,133.675346,airplane
79.8673001,150.3425199,77.55075508,159.0952599,106.6696415,161.5236533,airplane
80.49127722,159.9708753,82.98018998,167.7570609,115.9915946,170.9466352,airplane
77.92975435,162.9328187,82.23040491,171.7341167,119.8980452,175.5502742,airplane
70.42164573,142.8804567,73.14993232,152.7947621,100.9648489,156.7454459,airplane
56.16165064,103.8608839,57.95887962,115.571921,83.05557943,119.7288387,airplane
65.12527765,156.7909766,65.40317991,164.9462605,84.94734206,167.9239771,airplane
63.04351632,138.5665896,64.67637171,148.108042,99.43420448,150.9318791,airplane
48.70635143,113.4804583,52.15483779,124.1384095,81.33587994,129.2909415,airplane
45.9283545,108.0775235,51.00259085,118.4690344,83.28920156,123.0849821,airplane
58.23657204,141.9212862,64.82234432,150.0350318,97.58361036,154.2939234,airplane
27.27154844,72.5342849,31.36662915,80.50560705,89.18660287,80.43265745,airplane
51.78786251,129.7567463,66.23610988,138.3504002,119.9881769,144.4026229,airplane
52.4274105,135.519653,63.00128807,143.2438042,123.223325,149.214612,airplane
50.41103203,134.4233453,61.09257216,142.8024693,122.2050252,149.2170516,airplane
55.3893881,136.8559923,66.03650864,145.7828348,123.5258115,152.8801803,airplane
56.57955293,115.457932,74.53391971,120.8611662,102.9260366,125.40451,airplane
51.45348837,106.1658198,67.53666503,112.4505118,109.4501187,118.5872181,airplane
61.11198269,149.5712414,80.00103231,159.4572146,146.9995067,165.7814144,airplane
52.21341956,134.4206812,69.25092667,144.7637807,154.5345407,149.4880704,airplane
49.32313207,130.7763653,68.01011248,138.5625757,121.3735705,145.0857982,airplane
44.11393977,129.4215678,68.30778092,137.3527563,123.7541958,143.7065425,airplane
49.30502375,132.9273072,51.26116127,140.7567459,98.36767649,142.9601315,airplane
54.81527591,128.6459785,68.86782888,137.9865511,130.1080561,144.6650684,airplane
47.45541148,131.3052771,61.06314031,139.4073076,129.699223,144.4400813,airplane
60.89285714,117.6047575,77.39991048,129.664658,138.2377429,136.8547608,airplane
49.41218767,138.5292048,65.54250645,149.0357568,113.5570803,158.6925752,airplane
56.96712329,100.0416289,85.18873085,108.9604681,121.9245389,116.0423503,airplane
49.0430622,84.26318376,79.0770751,91.34138055,104.3473607,97.28411951,airplane
48.62745491,135.5186305,63.56557377,144.0379484,116.8741048,150.7866015,airplane
49.75907402,124.1822138,72.51392045,131.5144301,114.9009801,137.6036861,airplane
56.6182708,136.8468045,76.60503666,147.3451206,168.5853501,150.5622723,airplane
49.58364312,130.8238753,79.33091474,141.4878275,161.2143285,145.1926135,airplane
51.50540541,104.9372955,72.63781135,112.5169604,128.8459186,117.4298705,airplane
85.32985287,146.248924,110.0817384,156.0587321,165.3095056,160.9887473,airplane
64.60153809,146.3215642,90.11775244,155.4594922,140.3868726,161.6979573,airplane
66.08110578,146.0165797,87.31681694,154.8500038,132.9333895,161.596038,airplane
63.91874802,146.367627,86.66291614,154.3421287,146.9723835,159.4357706,airplane
62.87428867,143.9945516,81.2293746,154.1687293,134.3083331,161.0278515,airplane
38.41781343,87.68377876,41.43402014,96.67028139,62.59128133,99.53675926,baseballdiamond
17.68609214,71.59782903,20.49159453,85.52220968,61.52565194,87.37567097,baseballdiamond
22.73795059,73.53793855,28.59442811,90.17477749,92.83226763,91.82171046,baseballdiamond
26.29297058,50.21663431,25.49808898,59.65832838,35.5738525,54.89544224,baseballdiamond
41.99524421,84.60758498,42.14707825,97.40042265,76.74486073,93.34408141,baseballdiamond
41.03864517,75.99185981,40.89978352,90.43910625,57.02860788,88.94495063,baseballdiamond
47.02367309,90.14467768,48.95173705,103.8396159,80.37869105,105.0224956,baseballdiamond
44.21569599,75.53694656,44.33777942,89.82512715,60.76181779,87.41087989,baseballdiamond
47.70261918,92.00587164,49.08420456,102.0292548,58.34045779,102.2965494,baseballdiamond
43.58294789,83.77616216,47.11817881,94.94486234,71.1300908,95.71039378,baseballdiamond
100.727442,124.9977383,101.4821952,136.2892268,145.194164,136.662711,baseballdiamond
111.9590909,122.4058191,112.4460982,129.4487335,138.6372898,130.7362536,baseballdiamond
41.90906898,80.37660857,46.2350214,103.6412441,113.415538,111.1319669,baseballdiamond
60.90811309,88.33847312,62.2699827,109.8872498,102.7807284,114.4605056,baseballdiamond
44.46484375,66.31456801,71.70127261,78.82629901,101.902861,85.44872472,baseballdiamond
71.94565561,132.5856858,88.02449445,143.800129,131.8247314,150.4510155,baseballdiamond
73.92282267,111.9760612,82.34883229,123.3151494,110.2474626,128.5876152,baseballdiamond
71.08848274,113.4905699,76.82064156,123.971974,100.6540956,129.9637281,baseballdiamond
81.38687046,129.0860509,95.30635004,139.5203645,133.3258526,145.5110636,baseballdiamond
62.7831585,112.9121327,69.1421844,123.529655,105.2547583,128.1842737,baseballdiamond
78.44210526,121.4150441,84.82862175,130.9460227,107.0428693,136.9674519,baseballdiamond
92.3876652,160.7526814,124.7552885,168.6816782,167.3522141,172.9373939,baseballdiamond
114.7613308,152.8084208,133.4296527,161.7066458,158.6725649,168.3100641,baseballdiamond
100.3971995,142.3690902,118.9845054,151.09739,151.8530989,156.3512984,baseballdiamond
102.797239,149.6730721,111.4275381,159.7558315,153.1304569,164.399718,baseballdiamond
98.9270628,141.7331519,106.4132106,149.6849121,131.8450838,156.0350585,baseballdiamond
85.79540821,113.6506313,84.93887782,123.1173881,109.160226,125.5194797,baseballdiamond
95.35184805,123.261094,97.28222204,133.192297,122.4909854,136.6462146,baseballdiamond
94.27774024,125.8708912,97.29877227,134.8620725,129.2110354,139.4901196,baseballdiamond
127.3101057,148.1654065,126.2909073,148.3847898,129.7580906,151.8201073,baseballdiamond
131.9786364,146.2596387,128.6228491,146.6295036,132.0511271,148.496781,baseballdiamond
100.3383673,132.737651,99.06374117,145.8766475,113.2063151,146.6223026,baseballdiamond
79.55005833,121.3205364,79.7877614,128.23019,95.64192473,126.2557774,baseballdiamond
84.41344508,118.7963405,84.54219636,127.1344273,91.34142478,125.6924738,baseballdiamond
85.95202644,117.4420159,86.49918089,126.7641285,96.62169516,127.5439112,baseballdiamond
121.3001189,163.0996761,119.2066769,174.526362,156.6708713,176.8193348,baseballdiamond
119.7315883,158.5266834,119.6902854,169.7529243,153.4053225,170.8076039,baseballdiamond
119.2552711,160.040962,119.4703795,169.474294,145.5645971,171.5964992,baseballdiamond
105.6734184,156.3899069,106.1831369,162.9019128,136.2441786,161.5021547,baseballdiamond
86.42558309,143.8648967,86.17836291,145.3427891,92.4354178,140.9579904,baseballdiamond
99.82818317,146.9316689,95.91416463,156.850064,138.8442801,157.155776,baseballdiamond
103.846663,143.2959356,102.2755885,152.4514122,115.0203847,150.4269616,baseballdiamond
99.37620393,127.5387658,98.065625,141.0880401,109.0075164,138.7963118,baseballdiamond
89.35898639,129.104644,88.36818362,134.799827,94.98206786,128.9229378,baseballdiamond
91.52442997,130.4421448,90.44744568,140.4669438,114.2210466,138.2775359,baseballdiamond
100.1002282,159.406962,96.69091055,164.0577516,114.5531864,162.4340889,baseballdiamond
92.52000865,142.158128,91.00148721,151.029091,127.8523927,149.346475,baseballdiamond
98.48549063,148.1692601,94.89928789,157.2895535,124.4411358,157.0975662,baseballdiamond
80.13374939,148.0827752,80.80105497,143.5073408,94.28317834,133.725353,baseballdiamond
85.09077942,147.547782,84.51299552,148.6444587,87.97661364,143.6253575,baseballdiamond
87.36760333,155.7372476,88.20680958,150.8791554,86.50850372,144.9505873,baseballdiamond
89.99955449,150.5598251,90.06395385,151.3506495,97.79612202,145.1477759,baseballdiamond
85.83141615,140.1422807,86.12307779,140.4178595,86.45486466,134.0661922,baseballdiamond
76.99302446,95.79940883,76.38795597,104.538649,105.812829,102.530308,baseballdiamond
76.66901173,95.58449744,75.32366719,103.9885982,103.4809188,103.7431463,baseballdiamond
73.04767875,97.60692278,72.18897445,100.0568368,80.23119345,96.48497883,baseballdiamond
69.545122,90.00607579,68.330532,94.78385268,86.34040954,91.72076018,baseballdiamond
65.27610052,92.88388166,65.87649941,98.25272912,93.50791699,98.80944105,baseballdiamond
72.26603975,87.17150093,60.35007009,90.56726897,83.36235752,86.67494615,baseballdiamond
81.03099059,142.4469494,95.91382979,149.6471826,140.5946307,154.6458164,baseballdiamond
80.05864662,138.8987099,95.12700671,145.9306937,132.3474619,150.4254275,baseballdiamond
67.73574676,133.0169681,80.58649289,139.2288788,117.2068351,143.5717956,baseballdiamond
80.41906294,134.2738966,93.72802548,140.9403741,125.6942034,145.2777119,baseballdiamond
79.33109822,126.034323,90.47731092,134.0510271,122.5164781,139.3241497,baseballdiamond
77.39678855,132.6439445,92.09979276,139.7624403,122.4577936,144.5541374,baseballdiamond
74.26486129,121.5690068,89.06439503,129.8073134,121.5949794,134.0059063,baseballdiamond
40.60085575,62.03032615,40.43753455,77.7725944,80.48278757,78.44855631,baseballdiamond
43.65304519,61.0334016,44.86747826,77.67847142,88.28432875,79.18012716,baseballdiamond
42.36403724,59.70674856,43.80652081,76.14742001,87.38416413,77.23002786,baseballdiamond
39.08450704,62.21403958,41.45878261,79.53324961,92.27189793,80.5196793,baseballdiamond
38.69944853,62.07780934,42.31651219,79.05202132,91.76465913,80.46974357,baseballdiamond
53.30838722,73.76548528,54.64669781,89.14048521,74.72499834,92.30613322,baseballdiamond
46.68325792,67.03182408,46.59750893,81.96369292,69.16347033,83.660039,baseballdiamond
49.66381258,62.15188965,49.72700815,78.19106481,76.546192,78.83457238,baseballdiamond
48.91412418,73.16102538,48.92175018,87.10749983,72.62001707,89.27585851,baseballdiamond
44.21515935,55.737863,44.06201055,69.37603536,64.69462748,70.29294999,baseballdiamond
45.31163859,58.70583271,45.90043488,73.35198851,79.34910698,74.12473219,baseballdiamond
42.29025299,57.06668101,42.50979687,71.85644057,71.81584524,72.92723252,baseballdiamond
38.4076087,54.84519717,40.23076923,69.83135708,70.58191647,71.24940723,baseballdiamond
79.12394858,125.6555711,77.27727429,136.6784614,105.3913887,139.3525727,baseballdiamond
114.7960607,138.0006575,112.21511,135.6379201,117.4789341,131.2373616,baseballdiamond
99.9209443,133.774595,97.88898318,126.5619972,102.2988406,120.2356089,baseballdiamond
99.74778938,131.8494109,97.34655379,126.8365556,101.0817906,121.9461331,baseballdiamond
109.1048494,132.9162191,109.8054407,129.5781362,114.4183955,125.7992228,baseballdiamond
104.4727893,133.6707049,104.3476149,125.7288887,107.7813949,119.6250831,baseballdiamond
105.4088078,131.1776063,106.1578417,126.9997051,110.6688726,122.8391684,baseballdiamond
109.7250435,148.1666981,108.6194976,147.0438026,130.7872156,143.1657315,baseballdiamond
102.6483863,125.8996118,102.1506685,125.7238048,106.8063987,125.2938187,baseballdiamond
99.31133611,123.0691185,92.70047422,120.3102849,97.36270842,114.4095811,baseballdiamond
112.0962018,139.0422368,109.017323,133.796119,106.7255331,128.7423855,baseballdiamond
120.5412349,132.5538717,123.3038231,135.9771521,133.7946018,137.9939142,baseballdiamond
52.96645161,106.1010011,55.24720555,113.8659493,108.4998705,114.2425325,baseballdiamond
48.54466448,107.0983817,50.93552169,114.5541891,101.0405746,115.6698799,baseballdiamond
47.15109392,106.1781009,49.93417462,112.8923691,103.2012707,112.2995047,baseballdiamond
55.01763367,115.2163599,60.48327974,124.7963692,132.6363876,127.5073583,baseballdiamond
67.89867598,131.303659,76.68520925,135.4652761,102.1773979,137.241515,baseballdiamond
87.39936002,125.7543577,85.25127826,130.5434042,106.0952887,131.94706,baseballdiamond
80.39424153,116.2602725,81.22960795,124.2166078,106.3039563,128.26414,baseballdiamond
78.45402245,115.7764732,78.62658091,123.835399,107.5432462,126.9033633,baseballdiamond
71.41561303,106.0805503,71.55231807,115.2870887,103.3867258,116.8051569,baseballdiamond
150.4361449,198.7584051,159.2220381,200.0321877,179.396594,200.9510797,beach
148.2912777,198.1549216,155.6881911,197.6306241,167.0645523,197.9355979,beach
116.876784,169.5347857,123.2653069,162.2537402,130.5779559,159.8028671,beach
112.4946249,174.0312565,122.157364,167.5918541,135.1284775,165.4784626,beach
120.4769082,174.7548692,130.7554578,168.934971,137.0729589,168.0338482,beach
154.6325913,190.6656835,156.2218695,191.3066433,161.0299397,194.1490862,beach
79.66041475,141.0328881,83.81868672,132.3240143,117.1785999,126.6107078,beach
77.95894592,156.8932677,84.17076461,142.9358567,123.9122687,135.3434203,beach
87.34618724,150.2449857,93.0717509,136.5857788,115.1548287,129.9856929,beach
92.86833995,155.8538754,98.3039439,140.8438004,116.4850409,133.326603,beach
93.23791721,150.6732761,99.58491178,139.6554868,114.3715111,134.9035286,beach
120.4082889,173.4110926,128.4866884,161.6084259,139.8476893,157.1812524,beach
118.9020454,173.8682823,123.7888903,158.2015802,132.4797659,152.805019,beach
119.1082484,166.8143495,125.3407382,151.7847605,136.5539851,145.8035728,beach
122.9287351,175.9855931,130.3020273,152.9284199,136.1114535,146.3290673,beach
128.8536383,168.8359784,132.8526299,158.4569094,143.2622741,154.7070071,beach
127.2944504,167.2977813,132.4448702,161.9472917,159.6768476,158.2840581,beach
109.3813313,146.8723362,116.8465466,133.4891452,117.8983435,131.0642929,beach
108.2909881,146.0397072,110.7765824,130.5998614,111.5432416,127.0745017,beach
165.2376736,168.2541716,161.039767,174.6788717,156.3354812,169.7304014,beach
156.7277139,164.7504644,151.7098303,169.2948329,147.5470433,165.041531,beach
165.4200175,187.2763068,163.1118751,187.0505158,158.352993,180.5554861,beach
173.8719114,175.1422682,171.9612341,182.6076898,166.6646744,176.4230047,beach
177.8912016,199.1273982,175.3967381,198.5445484,170.6821107,191.7393815,beach
171.5458677,190.7488224,171.1742581,190.7669917,168.3977933,183.461944,beach
104.1969105,151.4758801,107.0011742,141.815492,127.2228765,135.6110481,beach
110.2332597,147.4316649,115.0739678,146.3513133,142.5989694,144.0437291,beach
125.649685,163.5309619,127.4200298,161.6567108,141.583353,160.5598523,beach
125.483159,155.6830059,124.6198174,146.5492138,125.3882078,142.0191569,beach
109.3916753,142.5532295,113.0477684,138.8826781,122.9470546,136.032688,beach
127.6122879,155.2921012,129.5386237,149.5059145,131.3030875,146.140191,beach
120.7759709,141.7911849,122.1461809,140.4136246,136.3973522,138.1462766,beach
124.8899816,147.3349776,126.2787079,146.5775292,140.7659876,144.8492997,beach
110.0321455,145.1596028,114.1188418,141.4232523,125.7921392,139.4290793,beach
122.223652,166.1933843,126.9160352,161.2574513,131.1746179,158.2050288,beach
111.5564616,168.4031674,118.6356328,150.0087521,121.5395066,141.6618442,beach
131.5834606,159.0049414,139.0031632,159.3195832,149.5343326,161.3294241,beach
133.723602,165.3142929,140.0474377,166.6468186,154.4122814,169.0016035,beach
121.9950434,162.9653351,131.9449034,164.4250502,143.764311,166.651438,beach
92.73962065,143.4357515,102.4010078,139.8788543,113.8882637,141.927964,beach
102.2272166,160.0874572,109.5021743,154.0168022,124.6508242,153.2878959,beach
