0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
130.4459026,144.8095819,156.491378,167.0529448,177.3281965,185.3645658,192.0352457,198.9316344,207.4604821,215.7769301,134.8614375,149.5602685,160.5946895,169.9787916,179.6933171,188.0894247,196.3129387,204.6745002,210.2898993,217.9909979,90.35846177,102.6635642,115.200061,126.3184315,136.5784254,147.184343,156.2189503,163.0541737,171.4281355,180.5505035,agricultural
84.71539753,91.37458041,95.24156875,98.45178517,101.6011596,104.7273005,107.9734513,111.6450481,116.3187366,126.0592005,83.99618495,90.01174855,93.6065924,96.79234056,99.84040281,102.9211048,106.131065,109.6018617,114.1179432,123.2715899,82.79902335,88.36634117,91.69281245,94.65181569,97.42935612,100.2766672,103.2516021,106.4864947,110.6664632,119.1191639,agricultural
142.8159622,154.728105,164.3172593,174.6545621,184.2366494,190.571494,197.3141593,205.9130169,213.7558743,223.2128471,142.3406074,154.9394263,164.3746376,173.8948734,184.6652426,192.0332672,198.8082087,205.7292843,211.2891364,220.5373818,98.59423165,111.4517852,120.9383488,133.0872749,145.5501984,153.5681367,160.0315838,167.8808179,175.5189197,186.362069,agricultural
63.53517473,78.69835215,94.33892873,105.5337199,112.0277693,117.0112925,121.8440647,127.2131848,133.6956057,144.8770217,69.45566916,86.00625572,103.1265069,115.5781202,122.1875191,126.8943995,131.3227037,136.1725927,141.8355203,151.6045163,63.55913322,78.64891669,94.43659393,105.9723833,112.0656088,116.3122234,120.3455905,124.7883412,130.2938663,140.8538297,agricultural
53.40057989,68.6132133,84.98443461,101.8741227,112.8036314,119.7761331,125.744736,132.0450175,140.099939,157.6370156,52.47245536,68.03021056,85.88417519,105.4983216,120.3608483,128.9793987,135.1487641,141.2031131,148.7195606,164.518462,53.33938654,67.57842539,83.83534259,100.8169057,111.8353677,118.7054784,124.5321941,130.7262323,138.5102228,155.707812,agricultural
60.54814589,82.25724748,105.2835343,119.0735429,128.7987489,138.3287044,148.3266707,158.8979094,170.1312176,187.1307598,62.52067755,84.89777235,110.2037235,126.243668,135.9813854,145.0361666,154.3930424,164.3348085,175.0366189,191.5079341,67.56493209,89.68538297,112.1521441,124.4527006,133.7778456,143.0363192,152.9383583,163.4578056,174.7787611,192.1600549,agricultural
85.76545094,99.94171498,109.2513353,117.9377479,125.6896552,131.8989776,139.0486726,146.5467725,153.1461703,161.3893805,107.3505265,122.0935307,131.8994354,140.0067135,148.5877327,155.4837479,162.5486726,167.4343049,174.2393958,183.3677144,86.29406379,99.69652121,110.7353884,119.4986268,126.9188282,134.3416756,142.7958499,150.4616206,158.220476,166.1875191,agricultural
101.1118572,112.1597498,119.5670685,125.1051266,129.4658224,134.9529986,140.8664937,148.5820235,155.3201099,165.1655478,125.2308866,136.7512969,143.5345643,149.7898993,154.9838267,160.837479,165.8518462,171.045628,178.6005493,189.1977418,99.164047,111.3954837,118.162521,121.9745194,128.7220018,134.0418129,141.4015868,149.1020906,156.768996,167.2857797,agricultural
73.10331146,88.87076594,102.0421181,109.8439121,115.4223375,120.6445903,126.195148,132.7501908,141.0608789,154.2348184,70.35479933,86.9273726,104.147566,117.4795545,124.4821483,130.0784374,135.5773573,141.7871204,149.4063168,161.7818126,75.03723485,90.58269759,103.9430795,111.9209643,117.5620995,122.7070044,128.0881904,134.2571341,142.2018615,155.0645407,agricultural
110.6986113,128.3182789,137.7837632,146.073848,153.1051266,160.0357088,165.9676533,175.44575,182.7956973,190.982606,126.4575004,143.1615807,154.0631772,162.3771742,167.4754348,173.690676,180.2456515,186.8589959,194.1328959,203.8462008,94.43384709,109.8440647,119.5223562,128.6988099,135.9832164,143.8278651,149.4917608,156.2310392,161.2332926,171.7865426,agricultural
68.29940485,83.86435764,95.09980162,101.9819957,107.4803174,113.1294064,119.9435459,128.853197,140.9613976,159.9089106,71.94857317,88.28303326,103.1526019,113.2453464,119.4263045,125.002289,131.3321636,139.2017397,150.0212084,167.7371071,69.25347169,85.08864815,96.41233023,103.1261825,108.2152884,113.2707157,119.2293256,127.0103769,137.7134574,155.6843149,agricultural
43.20067145,60.5277693,79.6722112,94.6673787,107.2010986,118.4060736,129.188282,140.5440256,153.4095209,174.7073543,41.71600794,61.54394263,83.91713719,100.7439731,113.3123283,123.2827712,131.5700336,139.5656951,148.5935307,163.8367409,43.29330078,59.28074458,76.1803754,88.33994507,97.51403723,104.9201892,111.3024107,117.6828933,124.8361306,137.6515105,agricultural
15.27926141,53.95895636,82.74332367,99.97818126,113.1130607,126.1667938,140.8822093,154.7947505,166.3213305,180.4722307,18.02395849,61.31888923,94.37860522,112.6522734,124.7599939,134.0556997,141.7520598,149.0790478,157.0929204,170.7758621,25.33221425,60.96490693,85.60613459,98.8198047,107.7451938,115.0869831,122.0245652,129.1603846,137.241837,150.9079951,agricultural
25.07584313,57.478639,82.61971616,99.33872444,111.6498322,121.952083,131.9765029,142.9887075,156.7017089,176.5209033,27.32519457,62.11992676,88.2624752,104.7152884,116.8542875,127.2118114,136.8634422,146.2632382,156.2671651,171.2256637,35.78589959,63.99054013,83.82389745,95.98031736,105.204913,113.1558065,120.7532804,128.4549061,137.2061337,151.7503814,agricultural
80.41339844,97.93561184,115.9519304,126.1318279,132.8098871,138.5313597,144.1449496,149.9888601,156.8414709,168.3625267,83.14649779,100.8144644,121.9444529,134.7047605,141.8611535,147.5380742,152.8185841,158.1742713,164.2429051,174.6090937,88.89607813,106.5634727,125.7097513,136.186451,142.7036924,148.2185259,153.4259994,158.8428201,165.0857492,175.9615502,agricultural
83.75080116,106.8667989,125.0021364,135.2004883,141.9984742,148.0419655,154.0154104,160.8713566,169.4783338,184.346506,82.94872577,105.7421422,125.7833054,141.2110162,150.296155,157.1237601,163.2122368,169.4393408,176.8425389,188.8597803,90.54723028,111.2894416,129.1355105,143.2409216,151.2464144,157.5849229,163.642661,170.0416603,177.9839792,190.8945682,agricultural
116.9162216,128.9224901,136.8498398,147.284559,157.8959414,165.3560201,172.0775099,177.5808027,181.1994202,185.7934086,130.2830765,142.5505035,152.0639402,161.9482759,170.6847727,179.4462078,185.1573085,189.5406684,193.8985352,200.232072,95.24111094,106.5418065,116.4983977,126.0518767,137.8944156,148.2574393,154.4285932,158.8634213,160.9681111,168.1595972,agricultural
45.88966885,60.00778151,67.95284602,73.50915471,78.54379005,83.84587212,89.90433323,96.65817183,104.7046079,124.9748245,54.23973752,67.48153799,75.46833511,81.60604211,86.8582545,91.57637723,96.15578273,101.0955288,107.6071102,126.8524565,41.90386083,54.31705829,62.05615749,67.98382667,72.9316448,77.57500382,82.35627098,88.05814131,95.67409216,112.223375,agricultural
52.72089119,66.23451327,73.99649016,79.93347574,85.40341776,90.66488631,95.78638999,100.8672364,106.8928898,121.1022276,58.81306272,71.9124199,79.46406226,85.54424779,90.6908758,95.26796887,99.52227647,103.9618495,109.7400061,123.4060116,45.85350221,58.00015258,65.45292233,71.50503509,76.81904181,81.87150923,86.95315838,92.36700748,98.60131218,110.2171193,agricultural
44.25606592,59.14311871,68.15489089,74.57827281,80.31080256,86.21745765,92.73191944,100.591027,111.6435764,134.5631675,54.90431863,69.22474825,78.03235159,84.83918218,90.44980165,95.46589348,100.5343302,106.360293,115.313549,135.6689045,42.50694338,56.07033872,64.74851213,71.33277388,76.89197437,82.31405463,87.94339335,94.4835953,102.8588648,119.8141593,agricultural
83.98000916,100.3577968,107.4924462,112.1968264,117.4191334,121.3485427,125.3138541,129.0418129,135.2744889,147.538755,120.357241,138.198047,146.0292996,152.3683247,156.6081782,161.73783,165.850473,169.7059362,177.1357949,189.8133964,88.72775828,107.1634117,116.180528,120.1080256,124.1475435,129.1100259,132.4221849,137.2945216,144.7720476,156.481538,agricultural
64.96978483,88.40219713,96.77277583,101.68935,106.9258468,111.2133374,117.1936222,122.7712498,129.1719561,142.7337504,101.0851518,126.9861153,137.1435984,144.4292035,151.0602685,156.0907981,162.0918523,167.3019991,174.6772963,189.7816601,73.55043492,97.76182484,108.3346559,116.4760452,120.4258468,124.8873798,130.3266707,135.4581108,143.9250839,156.7982911,agricultural
41.95559286,51.80927678,56.49122539,59.85321941,62.66478486,65.19151534,67.83094294,70.5740882,74.4017394,86.96109246,71.9429269,82.58925847,87.17579734,90.42783033,93.00656088,95.23836411,97.43240769,99.84648253,103.039823,112.3092768,56.3117656,65.96811108,70.63833359,74.22993592,77.36496796,80.29589501,83.29539213,86.59453685,90.79264571,100.1415929,agricultural
50.83656341,59.29401892,62.85167099,65.47696063,67.81309124,70.00747749,72.36069576,75.30108347,79.64342386,93.03326213,79.50511216,88.28944156,91.90309782,94.51251144,96.87305462,99.15840073,101.7664022,104.6522204,108.6464754,117.6981996,61.22813978,70.4978639,75.07599573,78.56637168,81.56972841,84.40683656,87.18126335,90.22859759,93.93423863,101.9382057,agricultural
56.22325652,74.82590784,82.85014497,88.2271895,92.83231614,97.05997253,101.5927678,107.6772471,117.3547452,140.9812328,64.68899741,83.22429051,90.52311918,96.04867257,101.1628013,106.362582,111.9568203,118.4727606,126.9719255,147.9668904,46.69967954,63.54363747,71.03616664,76.82941715,82.064083,87.05524187,92.09703998,97.50343354,104.2537382,123.7374123,agricultural
69.86525256,82.79264571,88.21410041,92.15807141,95.56301495,98.96673279,103.0122063,108.3168015,116.1191639,131.4838267,81.52144056,92.67866951,98.83900504,103.8877022,108.2804394,112.5367007,116.8597803,121.7112773,127.9021971,140.1205371,57.82237143,69.76731767,76.19258355,81.13243821,85.49481233,89.59133221,93.50579799,97.6970853,102.7557217,114.3109551,agricultural
71.64596368,87.12160513,92.84648253,97.26838572,101.5491303,106.1121624,111.2345133,116.8960781,123.1391517,136.5831553,77.42011293,92.72947818,99.79093545,105.2395484,109.8045468,113.9911491,118.1595972,122.4162979,127.4809277,140.5974977,56.63634976,72.4231004,79.52998627,84.64800122,88.78608483,92.34075996,95.54806225,98.81489394,102.8783949,115.8252975,agricultural
78.51320006,83.38938053,86.76056768,89.45651511,91.55370766,94.68976042,98.77006408,105.2217305,115.5663717,130.8144644,100.0256371,104.4153189,106.8121471,108.7538908,110.6432713,112.7930719,116.0367714,119.7384404,127.8640525,139.7825755,99.64336945,104.152426,106.5672211,108.5047299,110.7812023,113.2285976,115.5199878,118.7814741,125.758163,136.9231004,agricultural
78.25835495,82.97940189,86.18693728,89.01312176,90.72398535,93.31893789,96.51098566,100.8481611,107.9317974,119.9031126,99.05020601,103.4977113,105.8602167,107.780592,109.5584376,111.4784068,114.1249619,117.4079048,122.424321,132.6258773,100.0466962,104.5189197,106.8370212,108.6478486,110.8907537,113.1735083,115.1217577,117.6253624,122.1400671,131.7288679,agricultural
116.5705784,125.3794629,128.7863574,131.6151968,134.624199,137.9410957,140.3429966,143.4588738,148.3347574,155.525328,137.7341676,146.4459872,151.477186,154.7155935,157.83018,161.2137952,163.8648154,165.7552266,168.2512969,175.3391822,114.2281398,121.16509,126.2818556,130.0465365,132.8501678,136.2745307,139.3024107,144.0209065,148.2093378,154.7636558,agricultural
132.3769266,137.9436985,141.166336,143.3214831,145.0094599,148.324279,150.7075069,152.7620937,155.3202624,160.5291425,131.7793377,136.7076594,140.3520525,142.4148612,144.7033872,146.2446208,149.2265792,150.981993,153.3489472,157.7975282,113.8304593,119.060116,120.8670838,122.7891364,125.4336283,127.952846,129.4380531,130.9716161,132.9285932,138.1356424,agricultural
121.144514,128.1119927,130.7585839,133.1898078,135.2693012,138.3609034,140.7171193,143.0875935,148.2789136,156.2142203,132.7433237,139.6879768,142.8620479,146.3159902,149.0520293,151.5334961,153.8927373,156.5841599,161.2425999,168.2448886,107.1915153,115.4887092,118.4546009,119.7583155,121.723375,124.2015871,127.9943546,130.4724554,134.0927678,143.2746414,agricultural
121.016481,136.5157156,143.2522509,149.8635948,155.0364663,161.1863269,167.0775099,174.5751564,182.0172414,192.7638084,138.4619258,154.4350015,161.6673279,166.4809277,171.021361,176.4329315,182.4487336,187.8380894,194.0083918,204.4386634,110.5948421,125.3489472,132.8974515,139.2659445,146.5997864,151.9668854,158.6335063,163.2556081,170.7607568,181.9246262,agricultural
119.0332672,127.0030516,131.3969174,135.5701861,139.9275252,143.7614833,148.3492524,151.4240806,155.3817516,163.2572475,129.0499008,137.1588343,143.5779033,148.1809582,151.8046994,155.2287502,158.9980165,162.12727,165.2075069,172.5335673,106.9558981,115.420354,119.4904624,123.9966433,128.2793714,131.0932397,134.1924016,138.6667175,143.8292646,151.699115,agricultural
132.0421181,138.7012511,142.8724248,146.4536161,151.5421117,155.3653289,160.1274031,164.7881886,171.6626488,181.7053708,132.6709904,140.3028685,144.50557,149.1362527,152.9040281,156.2113536,160.5093073,165.2459942,170.7058285,181.0584376,106.2191363,113.2538908,118.4195025,121.3068355,125.415624,130.0256371,134.799054,140.7840684,148.0758316,157.4443088,agricultural
137.3106974,143.9404944,148.6441325,151.6347269,154.0646933,157.0064093,160.9624657,164.5988097,169.0807141,179.5462313,142.3535785,150.4223375,153.5559286,156.1275557,159.4865731,162.6058294,165.3477266,167.8072638,172.9568203,182.1618859,116.7187548,121.7783033,125.8228292,128.8484895,131.1386939,134.0357088,137.7276472,143.0570731,148.5575221,157.7480928,agricultural
83.64047001,95.99481233,101.5746986,107.2540433,111.1751602,115.3882191,119.0532499,121.8133679,124.8040891,130.2546536,124.0019838,135.1617333,141.1550435,147.2590784,151.7987489,156.128033,159.4681111,162.5678315,166.807751,171.1388465,93.65664581,104.633964,112.3566306,118.2953921,122.38343,125.346101,129.9983216,133.1600794,136.1660055,143.3565761,agricultural
138.0383031,149.2097955,152.4291164,154.981538,157.5540128,159.9207996,162.7366494,165.6725164,168.6930119,173.5062557,147.2171524,158.5740006,162.6068976,165.6464754,167.5244126,169.3261102,170.7616723,173.1841904,176.2427525,181.0790357,123.2740729,134.5170888,138.0462384,141.5723222,143.6566982,145.331146,146.5958193,148.1283382,150.9130302,157.1533415,agricultural
119.3503739,126.4418676,130.1220815,133.6914861,137.6789747,140.9539142,145.297986,150.4158401,155.5279219,165.5122063,126.7118877,134.7985963,139.0900351,143.327281,148.2596887,151.7015108,156.2949344,160.3931024,165.8617638,175.3317058,105.2012819,113.8538297,117.6929651,120.563015,123.9610925,128.5637113,132.4169973,135.9258355,142.14556,152.1774489,agricultural
133.5551656,142.5395179,149.3795208,154.0350931,159.7641135,165.0016786,170.7381752,178.2357699,183.2956973,192.3166005,140.8396154,149.33491,154.0071723,157.9675008,162.215441,166.4407142,169.4371376,175.1886159,181.1528837,190.3326213,121.0944606,128.1585291,131.8551808,134.1142814,136.3191944,140.0210591,144.4908453,147.3247368,151.9084529,160.1260299,agricultural
96.14054631,103.7909673,108.4013429,111.777693,116.1931645,119.5852281,122.2584681,125.4985503,129.8321636,138.2570949,138.6729742,148.0256332,152.6987639,157.2380226,160.4293561,163.81642,167.5592005,170.1959408,175.1080256,184.394263,111.9330078,119.5062557,123.5829391,127.8112603,132.0018309,134.7225698,137.6975893,143.4372043,148.4264571,156.5230394,agricultural
114.1562643,121.6576137,124.8185564,126.9900824,128.90769,130.9644438,133.8285017,137.1323058,140.728105,149.1704303,137.2687319,143.1170278,147.1349,149.5187672,151.6225206,154.4582634,157.0813244,160.5106058,165.0665243,171.6895026,116.1768656,121.3492524,124.0622616,127.3400977,130.2065914,132.325805,134.7403113,137.8542652,144.1051266,152.5100702,agricultural
122.5473829,131.1728715,136.5054174,140.1719561,142.8944156,147.4703189,150.0469942,152.6772471,157.0717119,165.9708575,147.2829239,155.5950565,160.4875629,163.7500763,165.8220934,167.5930108,169.5122063,172.886922,176.64556,184.3869393,114.12727,121.8191944,127.8591485,130.9235581,133.9626182,137.0820998,140.4432408,144.3522051,147.9177601,154.4775709,agricultural
143.2676637,156.1983522,162.5765298,166.736802,171.7583155,176.8528918,181.0291425,183.5734778,187.2230699,194.1527312,157.1103311,167.1103143,172.6896078,177.5614892,182.0619469,185.3389287,188.4194385,192.3383183,195.7987489,203.5353982,119.5788189,131.3115655,138.0907981,144.4351541,148.3582545,151.4013429,156.3750381,159.0445597,161.1515105,169.3394873,agricultural
120.2665955,127.5936832,130.6104074,133.2865426,136.3748856,138.9508622,141.3121758,144.5962155,149.4034178,156.2152884,141.0178544,148.0634727,151.6274989,154.136863,156.646628,159.8799023,162.7274947,165.1855639,167.5477571,176.4287458,114.8440409,120.1290815,122.9945063,127.6150442,129.8996033,132.1619106,135.3512359,138.5635587,143.8005798,151.8295697,agricultural
127.7488173,132.8036314,136.0390661,138.3228563,139.6733293,141.143751,142.457278,143.87273,147.5103753,151.5,143.6213948,148.3179738,150.4750496,151.7268843,152.9295087,154.1336792,155.2851694,156.5299863,159.0218187,163.1048215,122.3023043,127.4993897,129.1551961,130.3555081,131.4021971,132.413551,133.4690265,135.1927362,137.1962161,141.9507171,agricultural
137.5046544,143.1422032,147.178239,150.2329875,151.8169057,153.5450939,156.418523,159.1141462,162.0474519,171.4890143,142.3850145,148.9511749,151.3697543,154.350473,156.4783338,158.2398901,160.0054928,162.1205555,165.6899603,172.5445529,118.9139325,123.9362222,127.5537922,130.5181569,132.2627403,133.8423623,135.5167836,137.5009919,142.16982,151.0880378,agricultural
126.67038,134.9525481,140.4617732,144.3425389,149.173787,152.0050359,155.7288679,160.1684725,166.5613366,179.6998779,134.7059362,142.0193775,148.4846635,152.3104974,156.1303021,158.882344,161.6020751,165.5196093,168.6817211,180.5424168,110.2749886,117.6978944,122.1342896,126.9928288,131.3483369,133.9339234,136.384498,140.526629,146.4401892,157.5364663,agricultural
134.71906,143.0125114,148.2986418,151.1695148,154.8237717,157.620937,160.1548673,163.6394018,167.4198962,175.5808666,158.5939264,167.3018004,170.5869068,174.8950259,177.9790967,180.4729132,183.7499237,186.8538074,190.356271,198.5357034,123.8222188,133.4990845,138.2232565,143.1177907,145.881599,148.9784831,151.7696063,154.9885549,159.54852,166.5900214,agricultural
128.0083931,139.2673177,144.0433389,149.8040891,153.2654867,157.3757058,160.5773573,163.5960629,168.3709185,176.5137321,133.5830917,143.6753128,149.6337555,153.9240159,157.7607568,160.9395697,164.7201709,167.1941096,169.8405554,178.4310345,106.7732336,116.9682637,121.2757516,125.5958193,130.371834,133.5005341,136.4763503,141.4903098,146.1969789,154.14083,agricultural
137.2990996,149.9867257,156.7744544,161.6971315,165.5405859,169.837479,174.7682331,180.9131695,186.465975,199.0262435,133.1521441,145.8339945,152.784984,157.5105279,161.613671,166.0123608,168.6930119,174.5974363,181.5839182,192.7966128,102.0714177,115.8860238,121.7781169,127.3361306,131.908758,135.5516557,141.9967958,147.6041508,155.0541654,166.8306378,agricultural
141.8066534,168.1344217,177.963223,184.0761367,191.2754043,199.2517931,208.2128471,213.7819319,218.8901434,228.0823924,159.6227682,177.8484895,185.0924767,192.3974672,200.8635948,208.3155807,215.0878853,220.2153212,225.5250229,232.1763808,125.0827102,141.6286237,150.9554403,159.4996948,167.536924,176.2734625,183.4578883,190.3224477,197.3056149,205.3079036,agricultural
88.67114299,102.3822093,111.9284297,120.5178517,127.3123283,132.2412635,136.1153494,139.5472303,143.2636558,149.1507476,86.14542957,99.11016173,108.0895773,115.0918523,120.4026549,125.1367313,130.3523039,135.8010072,141.2746414,147.7821178,84.51289486,95.56591395,103.3638028,109.7090327,114.1595972,117.5012971,120.5468416,123.752022,127.514495,133.7963076,agricultural
106.5525713,113.9110467,117.7265375,120.4676533,122.7117791,124.7697238,126.9227952,129.3128338,132.5927678,140.1029905,111.7926141,120.2821178,126.574546,131.2410742,134.424321,136.92141,139.1661581,141.593316,144.5471468,151.3425389,99.54356783,106.6573085,111.3683809,114.6307598,117.0064083,119.0859148,121.1754654,123.5927056,126.868935,135.3201099,agricultural
112.2238669,120.7101007,124.3482374,126.6509002,128.5332621,130.4314055,132.3596277,134.7392034,137.6954532,144.0918523,120.686861,130.1287763,137.2795666,141.8812939,144.327281,145.9862658,147.4922185,149.0737067,151.0559963,155.4505645,106.6650389,115.4061642,121.2830765,124.3167531,126.3194995,127.9392645,129.6324382,131.7559896,134.4926762,141.356271,agricultural
89.7211964,100.9031126,107.3454906,112.6164175,119.2801343,126.0379979,132.3376564,139.7739966,148.2726579,161.3140067,108.1942622,116.7006408,123.0354036,129.2041501,136.6084834,145.9868762,154.5296002,162.5130475,168.3791578,180.1187061,88.30138868,95.81934696,100.8011598,106.8167531,115.4711626,122.2461468,130.9134879,139.1104837,148.6112298,160.7308514,agricultural
82.70624142,99.97345133,112.9592553,123.6017699,131.1312176,136.4440714,140.7941715,144.8710514,149.191181,155.9015868,85.36838089,103.2212389,115.8296963,125.2615197,131.8555081,137.031436,141.6322856,145.9287349,150.2561794,156.3770217,77.69449107,92.79401892,103.4010377,111.1597498,116.5521819,121.1016328,125.5199878,130.1164352,135.0921575,141.8373512,agricultural
79.10163284,88.30805615,96.67495803,107.5784254,119.7284101,132.3584618,142.3054623,150.1391729,156.3092768,163.2410742,78.04639097,86.05523345,94.36777049,105.3790052,118.1084834,130.9621547,141.1522734,148.9165268,154.7480928,161.2802868,66.4506333,74.54150137,82.96154433,94.11672261,106.9891669,120.1109416,131.7191028,140.2939112,147.0273116,153.0570644,agricultural
67.1556539,75.2471773,83.43842515,94.55096125,107.7680806,121.5692049,132.6725664,141.5826339,148.4537687,155.2416845,71.66458111,79.12541959,87.5247978,98.9295087,112.350473,126.1753395,137.904791,147.1895315,153.4847421,159.8042417,58.15138105,65.53158377,73.99328552,85.65654562,99.38968569,113.9800092,127.1083308,136.0085457,142.7197132,149.589411,agricultural
65.38898215,73.53448276,81.91851061,93.13915166,106.816448,120.8032962,131.9343912,140.8101633,147.4961855,154.5642356,73.07095987,80.85169362,89.39508622,101.0573695,115.1061947,128.9624599,140.7416845,150.1135358,156.1002441,163.0668294,57.7211964,65.30515716,73.92720891,85.5662191,99.75480623,114.4851213,127.297986,136.1080421,142.9096735,149.8779371,agricultural
61.78605219,69.39090632,77.67968869,89.00915471,102.9766555,117.52434,130.0959719,139.6387914,147.4211169,161.6670735,68.03479322,75.33811413,83.72501145,95.29249313,109.7046079,124.6482527,137.7101007,147.4623836,155.1617333,164.733903,66.84755074,74.31324382,82.88371738,94.58666463,109.1530363,124.3738746,137.7590784,147.7427133,155.1696674,162.9989319,agricultural
67.17854418,75.36023802,83.63589196,94.93881599,109.0195301,122.832138,134.7166616,143.9948115,151.4850473,160.1890449,72.42163894,80.16325908,88.50679078,100.1620384,114.5112908,128.4793224,140.704913,150.2160842,157.5160208,164.9627708,70.98473981,78.80897162,87.15519609,98.84650595,113.3629844,127.55425,139.8634422,149.3827255,156.5268538,163.7139152,agricultural
68.29803144,75.10985658,82.17396612,91.79874886,103.4496491,115.6694644,126.4681111,135.1469556,142.0631675,150.4317974,73.99038608,80.45788831,87.79658172,97.84772658,109.8875496,122.3601404,133.6400671,142.6549672,149.4346964,157.0660665,74.63512895,81.5128166,88.89165268,99.14678059,111.4705523,124.4306425,136.0408911,145.2807874,152.0730851,159.2967653,agricultural
104.8277125,111.4197437,116.9096597,123.1318279,129.1283186,134.5138105,139.244736,143.5429574,147.8541349,156.7326823,96.68396154,103.2220018,108.7141767,114.9627708,120.9853525,126.406684,131.1399146,135.4144667,139.7070491,147.9031126,101.5907218,108.2844065,113.6619869,119.9751297,126.1626488,131.5618801,136.2113213,140.5051122,144.6907232,152.2108636,agricultural
104.9061499,111.6246567,116.2870441,120.8948734,124.9995423,128.7002899,132.5157156,136.9133221,141.6364052,152.4545316,97.67144819,104.3550504,109.04868,113.7828807,117.9385108,121.5530291,125.2984437,129.6317717,134.4015868,144.5172414,103.1744239,110.1023802,114.8612849,119.6783644,123.807751,127.5905692,131.2723528,135.3856249,140.0103753,149.2123894,agricultural
