0,1,2,3,4,5,6
138.5245564,82.29156149,136.1749326,79.85427798,136.1020369,79.63683614,agricultural
138.5863337,82.09874945,135.6635713,79.15985748,135.9380412,79.26688051,agricultural
146.9642273,87.07402662,146.887931,87.03003735,147.6026779,88.18060996,agricultural
147.3252312,89.73310066,147.1403132,89.55958102,147.7335028,90.40856694,agricultural
144.3399316,92.11978093,144.7013205,92.58786174,145.6074077,93.97014704,agricultural
137.5303088,109.6774139,138.4765959,111.0906602,137.590397,110.298765,agricultural
133.9923292,111.2753872,135.3003422,113.4010205,134.4912509,112.6282269,agricultural
123.8680203,107.1055406,118.1689818,106.4497184,114.2926542,105.6876501,agricultural
145.3923595,101.1880987,136.5776148,98.57713712,139.3411133,100.3698411,agricultural
158.8387386,90.21347395,153.4381512,85.14126998,155.9370057,90.14758921,agricultural
122.5724923,104.0160941,120.8521,103.6434352,120.8571245,103.9962614,agricultural
141.3963477,103.3523167,135.0127639,99.70611006,136.3839957,100.5381578,agricultural
157.7402115,114.6236403,157.5865579,114.3509434,157.7306158,114.9609497,agricultural
142.7090189,111.225861,141.9946294,110.5388034,142.5916195,111.4824967,agricultural
143.8492413,112.7487517,143.2229636,112.0761934,143.7411183,112.9992021,agricultural
136.1256095,104.7504909,134.8744413,103.4769758,130.7784789,102.4922006,agricultural
141.5564607,101.4870204,140.4415212,100.3500738,136.6874225,98.77034503,agricultural
143.9333421,100.0381426,142.7172287,98.8334833,139.0371451,97.10284617,agricultural
123.7705263,93.72421266,96.61586397,91.82421864,95.3467675,91.59610527,agricultural
128.4601548,89.48150769,106.8207337,85.20458269,101.2100875,83.0338685,agricultural
137.1610615,115.632342,135.6798423,114.9613883,136.6168742,116.668493,agricultural
151.5629845,116.9402597,151.6894953,121.9497937,152.0049651,124.8228363,agricultural
143.4995206,107.8441765,143.4320665,107.9601265,143.9877306,109.7276032,agricultural
126.3060109,95.68371766,126.9935897,95.69472316,126.334638,95.6895771,agricultural
124.6970228,97.53717602,125.1032331,99.49318638,125.5936852,99.65008181,agricultural
128.147088,101.3521159,129.5039015,102.3585339,130.0399865,102.578724,agricultural
122.4988532,101.1474826,117.5241035,98.43874266,117.8407563,98.36486762,agricultural
126.9274285,109.9455149,125.1649159,107.646415,125.1121992,108.4134657,agricultural
132.0108389,103.258464,133.916053,108.8180155,133.6573019,108.2290531,agricultural
135.8763404,103.4067556,136.237351,103.5813531,135.1575647,103.3552196,agricultural
144.7575734,96.08583566,135.8958965,90.95995623,137.1526894,90.34649448,agricultural
155.875303,92.81072555,149.7809643,88.3264859,153.1051172,96.07888685,agricultural
162.0783786,90.46322489,161.4210359,89.03571934,160.9112216,88.04714451,airplane
181.3071357,95.74762256,167.0912686,91.84711817,168.1821272,91.30011693,airplane
181.3071357,95.74762256,167.0912686,91.84711817,168.1821272,91.30011693,airplane
178.4887425,59.31485803,178.1558159,57.80934766,178.2891862,58.86575396,airplane
184.380076,56.85645207,184.2501385,56.53490372,184.4421826,57.94786685,airplane
188.8768423,36.51917982,188.6664942,35.95055423,188.7332403,36.28836922,airplane
175.9214878,67.90030108,174.1493552,63.92301025,173.7537799,63.61920217,airplane
184.1768806,75.53589255,181.9309838,69.68124232,181.4551283,68.55007573,airplane
170.6202909,68.9494984,169.0710845,66.08445574,169.2215105,66.78526456,airplane
168.5087778,57.16121482,167.6206836,54.57491487,167.6716728,54.96045982,airplane
169.8719161,61.93181356,168.4346835,59.33627557,168.5373368,60.22525785,airplane
173.0529655,68.9668582,172.2338944,68.76635443,172.7071206,69.08276768,airplane
176.6182665,63.83128415,176.267977,61.65364844,176.3326794,62.43565614,airplane
170.2286593,60.51780615,169.6449677,58.13143661,169.7013291,58.7879986,airplane
179.3009027,69.45560417,139.577984,68.53364717,130.094062,68.05782935,airplane
172.143863,82.97387478,165.0372519,80.43087538,160.8446296,78.85169614,airplane
161.9826805,64.63910937,158.9138125,60.94554151,158.0675276,59.82014974,airplane
173.0584513,77.83391209,167.1230678,77.21321831,167.3086931,77.27208787,airplane
177.0777864,77.93067203,169.3050074,76.95173055,170.2337793,77.1778544,airplane
175.2280223,96.20797612,174.6381339,97.95134207,174.2485514,98.61160485,airplane
162.8630986,86.77293881,160.9515496,84.36226564,161.2003658,84.50345971,airplane
159.984547,73.51751636,158.3692014,72.90202132,157.5297353,71.87553803,airplane
160.7528755,88.76366805,159.9746546,82.58272186,159.5743557,78.68423294,airplane
150.0534722,69.28131417,148.108605,63.52241772,147.2065924,60.22214686,airplane
189.2842709,91.91427584,186.3300163,90.11594662,186.4038298,90.0038728,airplane
189.0703932,91.84182575,188.4640538,91.58390061,187.9787809,91.36566416,airplane
142.4169034,81.4733808,139.1947707,76.1752811,137.2972537,72.25034576,airplane
148.2899783,81.47939533,146.3531402,78.33904201,145.3174928,75.88042927,airplane
150.74431,91.60364774,148.6895679,89.92930217,147.2514002,87.70511208,airplane
145.9135021,74.90198851,145.0880382,69.13813723,144.666438,66.05677981,airplane
148.1133511,63.10386331,147.2627595,59.76428101,146.721992,57.88112263,airplane
151.5417745,87.73910955,149.8708222,87.38051412,149.0111538,87.20417828,airplane
147.1772395,68.15465341,146.4602919,61.7761567,146.1212639,59.2790149,airplane
155.6940678,62.93031609,155.5639472,61.78824257,155.5035315,61.65478972,airplane
146.9142749,98.1711213,144.9691437,91.69721072,144.1548892,87.54856177,airplane
170.4209848,102.1528928,166.0941644,100.0522465,165.9755492,99.75494236,airplane
155.5874674,72.12019425,155.3190112,68.24035281,155.2192024,66.63328771,airplane
157.3155547,94.09429387,154.8234187,93.82004339,153.7179157,93.59919442,airplane
159.206594,110.2040782,149.7038008,109.5285784,147.7132768,108.6622382,airplane
169.542964,95.46375663,143.0843385,91.39507772,140.155447,89.15285295,airplane
160.9840763,89.91746158,153.266664,81.63873292,151.0848671,76.97201574,airplane
183.8729362,62.31721795,173.448842,60.9824145,171.3618627,60.6637473,airplane
228.368932,46.73839872,227.0191416,46.78994022,226.7934183,46.7875226,airplane
224.9444225,65.84469246,204.8969753,65.37987809,205.2900806,65.40927807,airplane
153.7786878,93.33066355,123.4205628,90.09767417,121.3924718,88.63363049,airplane
155.113438,98.98200293,143.4779348,95.40301056,140.8832726,93.30160976,airplane
204.8995664,72.29814693,194.9548358,70.98046539,192.9345801,70.61470122,airplane
155.6425551,56.60114565,143.1534693,54.11859579,137.8588634,52.87672106,airplane
163.0572407,72.92076719,154.5538821,65.00341186,152.8771577,62.51527272,airplane
161.1631291,84.91271943,152.4932405,78.09540945,150.2274881,74.75986364,airplane
157.8984833,86.51139811,147.4312187,80.32865704,144.9290153,77.61183041,airplane
147.6170665,88.37444494,144.2874657,81.75431749,143.0876906,78.42677707,airplane
166.4106225,62.59722222,165.3643014,56.92860096,165.096011,55.54312827,airplane
164.0070516,59.9491091,153.5822008,52.67679763,150.0203404,49.81645953,airplane
154.3441033,83.84814307,142.2368014,76.17657644,140.0026556,72.77354849,airplane
161.0417371,77.89468066,150.6622225,72.61256324,148.1478716,70.82802137,airplane
212.8498129,30.9584102,214.8174274,31.21659857,215.7116227,31.27956359,airplane
141.700468,61.38797086,134.9194255,54.62200618,133.1195362,51.82814219,airplane
142.4039032,92.78520185,124.4122647,88.51619061,121.4270012,86.23751516,airplane
165.7160978,83.60300228,156.759195,77.74504172,154.5918447,75.29792532,airplane
172.1314862,83.35628859,157.029468,79.67613859,153.2980429,78.2998873,airplane
148.5806805,88.20587298,141.9002156,84.89510937,139.9469717,83.64243705,airplane
162.0515724,74.70495013,158.8723797,72.32467256,157.813135,71.58943079,airplane
174.1258094,74.00896774,170.9292606,73.43701202,169.5699272,73.02847679,airplane
176.2781078,74.85397387,173.0212689,72.56196657,171.6293884,71.90376745,airplane
162.8144435,72.71278689,158.7664852,68.68835719,157.4550301,67.67850414,airplane
198.9655628,81.94196007,142.6145421,78.39327177,136.5585896,77.08160702,airplane
167.4564321,71.19051062,163.7447971,65.28886315,162.5295979,62.98095463,airplane
153.6208389,83.82605643,148.561391,75.89105025,147.1206212,72.32422017,airplane
156.1213443,75.77013394,144.0016429,67.88639454,141.3317042,64.54000783,airplane
157.7005459,78.67930931,141.7695101,72.8136965,137.4311331,70.16520425,airplane
165.6532033,77.3867955,159.6759841,71.10612316,157.3058537,68.04295483,airplane
159.6246827,49.54617594,146.3535091,44.80262457,142.525991,42.87635001,airplane
138.2056806,84.86146748,136.753173,76.51556467,135.9160874,70.94154912,airplane
140.3352794,88.804322,138.8319874,80.00128452,138.1975188,74.98858665,airplane
140.0016975,90.02171867,138.25652,80.43714089,137.531663,74.82167895,airplane
141.5108298,77.49699756,140.4386173,70.60222222,139.6198199,67.21230544,airplane
141.2299886,97.55613223,136.5209264,95.11609075,132.8426351,92.83640649,airplane
155.0119781,97.1269544,137.8714035,96.5740398,123.1366322,94.60187751,airplane
151.9277627,75.17487645,151.3484398,68.98922934,150.9537515,64.83097333,airplane
135.7904066,80.33314415,135.4079794,73.29390639,135.0944508,68.53437304,airplane
142.8134332,101.3586175,138.1644491,95.29776764,136.010372,90.77964861,airplane
147.3495514,101.3870201,140.4599297,95.90899556,137.1072531,91.48961813,airplane
174.1122438,54.30729053,169.3968425,49.17462822,166.6414544,46.55821092,airplane
138.9806394,103.0227765,134.6620274,94.67814444,133.3260308,88.83369038,airplane
137.0567446,96.67041155,134.8228798,88.04669942,133.941034,83.96938046,airplane
139.6567122,92.09498086,133.7632283,86.88480515,128.6767183,83.95219278,airplane
155.5737221,87.10180861,150.5671977,80.74384477,146.9554725,76.0180731,airplane
148.0430189,90.59074306,129.5118816,86.20291161,120.6667162,83.06406402,airplane
146.0994273,77.45432911,131.6464275,75.40230382,123.2339778,73.78876113,airplane
143.8327992,92.46175251,141.047967,84.49078054,139.3030643,80.23180032,airplane
142.6408647,100.7561184,136.7127621,96.93018979,133.2394757,93.82971327,airplane
137.8268445,95.48619792,137.4133887,86.371068,137.2079359,80.30991607,airplane
138.0812227,90.04504735,137.6147162,88.62368312,135.8324768,85.90956041,airplane
170.2217217,100.0556549,140.283879,99.5710052,112.1357567,99.08334042,airplane
150.6500604,95.85261636,149.8551399,94.48109626,148.414273,92.34273859,airplane
150.8303103,85.22463095,149.5394571,78.00006493,148.4601302,73.20702084,airplane
150.9347557,88.08928571,149.3400822,81.28030212,148.299176,76.10407131,airplane
148.9106239,86.82730574,148.0822491,79.84502149,147.5706265,75.08366534,airplane
157.2335523,92.2908901,153.0506689,85.91681468,150.7006589,80.9775645,airplane
143.4010092,56.94224749,135.9344777,52.16402357,134.3330249,50.56696739,baseballdiamond
139.2792242,55.462912,111.542963,47.6482133,107.9274031,43.94070199,baseballdiamond
131.5848461,68.49046974,98.90437367,63.31602835,97.71745902,61.02230456,baseballdiamond
145.0747922,37.92632144,89.50817743,34.98086854,86.66694969,33.41232195,baseballdiamond
128.8499865,67.4771599,112.2276897,60.53187384,110.8962197,57.62581957,baseballdiamond
136.1096681,58.83671924,117.6344957,54.48013668,115.9729062,52.92019707,baseballdiamond
142.6968401,70.82976205,124.4165344,64.33252647,121.7269469,61.63820082,baseballdiamond
124.63857,59.99043001,115.9595792,56.72597339,114.7591617,55.57203676,baseballdiamond
140.324805,61.40698266,130.6441123,58.29995903,129.3930098,57.46699729,baseballdiamond
142.009846,65.30455379,117.203366,59.66078549,113.8742598,57.31767443,baseballdiamond
131.3870507,109.7507661,126.7946829,107.2786533,126.6756292,106.4651701,baseballdiamond
127.1464387,116.2815383,123.8437494,115.8464515,123.3452709,115.3542692,baseballdiamond
183.6911893,65.54343824,110.8552615,59.6812024,103.6145026,56.99541865,baseballdiamond
151.2423544,78.98923669,104.3696894,74.04846945,105.9883275,72.14528953,baseballdiamond
145.4458795,64.21378501,115.7213964,61.95175101,98.5972111,57.97647832,baseballdiamond
159.7233574,102.930698,142.7546202,99.44773422,140.0371782,96.59575382,baseballdiamond
147.2179421,94.31826797,128.8112414,90.81236643,128.7154948,89.75454492,baseballdiamond
157.0167291,92.80728082,135.7291443,89.70678205,136.0470573,89.12309296,baseballdiamond
149.8673545,100.7613173,139.3821578,96.94142608,138.1692805,94.60215531,baseballdiamond
150.5228029,89.35407291,135.1446004,84.68496864,133.8818376,83.07587447,baseballdiamond
153.1252582,98.21012249,134.6855867,94.77801131,134.0667399,93.21679673,baseballdiamond
161.7136762,87.37417461,161.3327412,80.78671804,161.1027252,76.3952075,baseballdiamond
154.071288,114.0433276,152.8866077,113.2293535,152.5013294,112.5393157,baseballdiamond
145.6637406,109.0789332,143.6321081,106.2890604,143.0303088,104.1709655,baseballdiamond
164.8806121,109.7233191,153.7019403,109.0171421,152.4797278,107.2935167,baseballdiamond
159.0725952,107.2980949,147.4695921,105.3438139,146.5554076,103.6757261,baseballdiamond
151.514099,97.66658962,128.207476,93.84828371,129.5627641,93.40780441,baseballdiamond
144.9778099,105.8886403,128.8118006,103.9313996,129.1608338,102.5984537,baseballdiamond
139.9006472,107.6095539,130.9958329,104.7952946,130.051183,103.4890571,baseballdiamond
147.3530293,85.4888361,147.420944,88.76459059,147.3603612,87.78669098,baseballdiamond
145.02146,94.38953271,145.1089262,96.99284254,145.053085,96.8085604,baseballdiamond
153.1000415,102.7492531,130.4005632,100.6092147,133.3907471,101.6555643,baseballdiamond
152.1235219,88.8054266,130.8199158,85.27451157,132.0850057,84.59184476,baseballdiamond
154.3077988,89.10987381,120.5430878,87.16825043,125.8721921,87.27886646,baseballdiamond
156.3023927,91.84323385,123.5155316,90.20425393,128.1234147,89.98607416,baseballdiamond
161.1473931,102.1504185,160.0782449,97.33000818,160.199395,98.57335391,baseballdiamond
157.5288387,98.60237718,156.0807261,93.01480301,156.2484776,93.8343811,baseballdiamond
158.5648079,101.9977504,156.8331053,96.98589536,156.8234858,96.8123843,baseballdiamond
161.2886309,96.03367556,156.5148328,88.30244464,156.7392559,88.42698515,baseballdiamond
168.4208348,88.00746759,141.4135444,85.56878597,147.3270245,86.24537332,baseballdiamond
150.1409543,91.21164761,148.3831329,84.56793334,148.227327,83.41134752,baseballdiamond
153.1049418,104.412634,138.971742,101.8108598,141.6978477,102.3867088,baseballdiamond
151.2105971,101.3205402,126.0710474,98.63329394,130.0804449,99.53152498,baseballdiamond
161.9403974,92.43402749,136.2433057,89.87170499,140.8361831,90.47131679,baseballdiamond
141.2883089,91.43439371,137.1388914,85.44392432,137.1256561,84.67329086,baseballdiamond
169.7924202,98.49718368,157.2538669,94.46743351,160.2529466,96.00626291,baseballdiamond
152.6112168,75.07891617,150.7972022,70.20613458,150.6408224,69.44324089,baseballdiamond
157.2537991,92.21101308,153.8545912,88.02679951,153.6943897,87.52499722,baseballdiamond
166.3047758,81.43536604,157.3042024,79.3208672,159.3260284,79.80895544,baseballdiamond
168.4801936,87.21078742,148.8813993,84.14974547,153.6979156,85.30918926,baseballdiamond
179.3703688,89.3702862,155.9001278,86.6178919,161.4275562,87.68842608,baseballdiamond
175.1547436,92.4374541,151.2252986,89.21717691,156.5335937,90.29376566,baseballdiamond
160.5614791,88.68574404,143.6209496,85.2227895,146.779725,85.83148801,baseballdiamond
127.0297556,89.16727301,112.3898064,85.70440692,111.4759558,84.22610883,baseballdiamond
125.3408748,89.46186979,118.3592587,86.85427742,117.1181936,85.74713034,baseballdiamond
138.1550546,81.48438338,127.9762725,79.70308305,125.7767143,78.98979654,baseballdiamond
130.8867925,80.46789093,117.7154385,78.52758134,115.8447641,77.81583008,baseballdiamond
140.9859667,84.57643302,121.2205164,82.85522849,117.0609073,81.91961425,baseballdiamond
171.2877838,77.11534862,136.4143376,76.16270888,127.2206876,75.69708628,baseballdiamond
147.6358646,98.45252472,145.4421143,91.92002047,144.5706722,87.73739705,baseballdiamond
144.3378622,96.35602987,142.293464,89.20197388,141.4395613,84.89342414,baseballdiamond
144.6492807,88.08920211,141.9756166,81.54129566,140.6350122,77.74513478,baseballdiamond
144.8899701,99.09144921,140.3818309,93.26383159,139.1074167,89.7791185,baseballdiamond
139.2794295,102.598436,132.6523241,97.99265627,130.8507273,95.14613389,baseballdiamond
141.9563312,97.94409236,138.8396813,92.39130289,137.8195262,89.32088703,baseballdiamond
135.526787,100.0128274,129.7754865,94.93102171,128.2388511,91.8321979,baseballdiamond
129.3712575,59.71301381,87.41207588,58.68920296,83.0322384,58.23567337,baseballdiamond
135.1458333,60.30364342,86.0725,59.6322565,80.02448626,59.00028275,baseballdiamond
134.7777778,59.13547757,84.88709041,58.13256512,81.9071912,57.49711456,baseballdiamond
137.6326531,61.35515446,82.41473222,60.49734477,79.49102854,60.00949291,baseballdiamond
129.6875,61.26816683,83.08293169,60.25356843,80.64869752,59.71131416,baseballdiamond
136.0256375,62.2251774,127.3055836,60.34527277,126.0993609,59.89181809,baseballdiamond
140.4988187,59.4837329,125.0789184,57.59572417,123.0686215,57.03778087,baseballdiamond
127.8514056,60.29284544,113.9360269,60.06122386,79.81589457,59.78415725,baseballdiamond
153.7110822,59.42073212,145.6194588,58.42560653,144.2706343,58.1822667,baseballdiamond
166.3458647,53.2374751,133.8461538,53.07974875,81.22294319,52.50342284,baseballdiamond
160.1672727,57.47415761,131.4110787,57.32343917,77.56925287,56.80233982,baseballdiamond
128.4210526,55.87494275,94.62538462,55.13363223,91.23371401,54.76378085,baseballdiamond
134.9791667,53.81659235,90.90947437,52.98427221,86.01097234,52.41199526,baseballdiamond
151.2750725,96.53696902,135.6064681,92.04368471,135.7394441,91.22877807,baseballdiamond
142.1381402,113.0392498,140.7628834,112.7430787,142.571224,114.0950534,baseballdiamond
148.4117746,103.2028822,148.6694571,103.6261716,149.4218729,104.1142016,baseballdiamond
142.0440949,103.9307387,142.1064606,104.4462162,142.6431557,105.0422164,baseballdiamond
139.5403278,110.8352499,137.7921673,110.255891,139.1195205,111.0526877,baseballdiamond
152.8267751,107.1135799,150.705092,106.894424,152.1639256,107.1557406,baseballdiamond
147.3229777,108.5103271,143.9103017,108.0032825,145.191616,108.3058138,baseballdiamond
158.0421822,112.1082265,153.3396199,111.0300771,155.3401304,111.8542927,baseballdiamond
142.4353754,108.7470493,139.6011953,108.2097229,139.8692417,108.3780755,baseballdiamond
135.8350659,103.21324,133.7401744,102.3490409,135.0351853,103.5475657,baseballdiamond
145.6965298,110.4361657,142.0567858,109.9124392,144.6273484,111.439659,baseballdiamond
133.0534091,116.5614854,132.6217898,116.6373188,132.4311702,117.0245981,baseballdiamond
146.0638007,93.43382957,119.9221287,88.32164192,118.0006359,85.95015024,baseballdiamond
142.225005,93.38879289,120.2646938,87.46801061,118.3028829,84.36879636,baseballdiamond
135.1374444,91.83463793,120.5094995,84.59545489,118.5703357,80.55657788,baseballdiamond
143.3954226,104.9013682,123.525123,102.2634366,120.5790098,100.3042919,baseballdiamond
173.0961098,92.18749263,149.259585,84.21742843,147.5614206,82.02841531,baseballdiamond
153.5217373,97.42451456,136.4107113,92.80609459,137.7423354,92.99037507,baseballdiamond
163.8073922,96.3778577,139.7172595,94.03947066,138.5449397,93.53972247,baseballdiamond
159.1558457,93.26017335,142.7210226,91.40844619,140.5276654,90.99065474,baseballdiamond
151.4918613,88.29532933,133.3676393,85.19061863,131.448446,84.41830642,baseballdiamond
194.0339126,115.6280088,193.8556865,115.0587276,194.1560521,119.0085714,beach
190.4006374,115.4218182,190.3448194,114.9622222,190.8528263,122.4802721,beach
172.7221046,105.8613681,170.8947401,104.8204424,171.2595178,105.2305218,beach
176.6392729,99.67514677,174.8297946,97.99170908,175.8386155,99.24484525,beach
178.5252968,100.1654057,176.5917583,98.29527903,176.9605412,98.73644496,beach
188.2597917,95.00901857,188.234974,94.75603865,188.2609575,95.13433363,beach
159.9933321,83.49969551,159.8996886,83.4439258,159.6488542,83.32437128,beach
170.8796227,81.70631681,170.4832909,81.41564593,169.9824947,81.15318246,beach
160.6262561,91.08129941,159.6034165,90.50969391,160.029317,90.83052112,beach
158.5644203,91.75197085,157.3451126,90.81264597,157.5385112,91.12802988,beach
157.2803116,93.94994731,155.9316646,92.96990598,155.3697691,92.59018855,beach
170.6288253,117.2849456,176.1367337,118.7000887,177.7213672,118.8991924,beach
171.8302935,117.1969438,176.0841877,117.9506956,177.2181789,118.0775359,beach
165.2804967,117.461846,171.2589012,118.594895,173.3090205,118.8248224,beach
154.438652,118.408068,162.8913923,121.7361847,167.0722883,122.2433323,beach
153.5864489,112.8492647,155.2212597,124.3746902,158.3460658,127.1085071,beach
157.8939877,119.1875,159.5026492,124.1238237,161.5987232,126.1269298,beach
150.4988909,110.4632193,153.0020277,111.6412568,153.1407707,111.639389,beach
154.0645252,109.9170641,154.8306329,110.1856361,154.7649035,110.1484703,beach
172.4883588,112.0001607,172.6945181,112.8575485,170.5853742,112.8342643,beach
164.2400181,107.4493565,164.1967507,107.8843557,163.4756885,105.5012009,beach
176.8537273,107.1173594,176.2931452,104.709263,176.0138909,101.632786,beach
175.0659005,118.2256858,174.7795702,118.7860125,174.6438312,118.7442827,beach
189.0554741,89.94559229,188.8262236,87.303269,188.7483653,85.76927343,beach
178.8972438,116.75,178.9129711,135.0493827,178.9083415,132.875,beach
156.721631,105.2732203,155.9212534,105.0039664,155.927949,105.0423448,beach
150.1675427,111.3715076,148.1637342,110.5360694,148.4391899,110.7015559,beach
156.3539428,109.1437709,156.2325952,109.18032,157.7627169,118.8540563,beach
145.717591,112.8333674,149.4227335,122.0381421,150.9220732,123.7875671,beach
149.7194992,104.4117202,148.2805233,103.4945722,149.0256362,104.6417429,beach
150.4905594,117.0198983,148.3387904,116.8987532,150.0110117,118.6398281,beach
140.5489904,116.9497,138.1082658,116.8669348,139.351611,118.256805,beach
144.6138722,117.0784024,143.2088904,116.8849123,144.2729603,118.9325182,beach
150.8556322,105.8850704,148.9342042,104.5127281,148.2882869,104.041866,beach
164.1857513,110.6299463,164.3389834,111.0310916,164.4735129,111.1646883,beach
167.1145301,105.8250303,167.2366443,105.9284676,167.6899304,106.3922533,beach
165.527167,112.9794868,163.5075738,112.3563236,163.5984412,112.2815987,beach
165.9455325,108.6074519,165.6966234,107.9337146,165.6742224,107.8419352,beach
167.5307257,107.5241644,166.8040186,106.6307351,166.2542911,105.9086947,beach
169.2744352,95.74567887,167.2438032,95.07881729,165.6710909,94.62390162,beach
172.1984361,100.9542246,170.6784454,100.3825213,170.3890315,100.2798181,beach
